customer_id,gender,location,age,monthly_income,monthly_emi_outflow,total_credit_limit,current_outstanding,credit_utilization_ratio,num_open_loans,repayment_history_score,months_since_last_default,dpd_last_3_months,num_hard_inquiries_last_6m,recent_credit_card_usage,recent_loan_disbursed_amount,target_credit_score_movement
15387,female,Gandhinagar,65,245970,195115,730000,4503254,0.18,1,71,0,0,0,51059.95,259971,Increase
15388,male,Jind,29,27675,3662,70000,29625,0.08,1,77,0,18,1,15248.27,268245,Stable
15389,male,Firozabad,57,157828,144063,410000,2172470,0.18,2,73,0,70,0,41235.9,751946,Stable
15390,male,Gaya,60,188057,156268,520000,2200253,0.09,0,85,14,0,0,34916.54,1316451,Increase
15391,male,Shimla,22,45345,15150,130000,153015,0.78,3,73,0,0,2,39768.13,133398,Stable
15392,male,Jind,24,20010,1517,50000,15291,0.14,3,36,0,0,5,36622.65,645,Increase
15393,male,Delhi,32,78338,46967,230000,144658,0.1,3,57,0,0,2,100058.3,107209,Stable
15394,male,Bikaner,32,86593,82204,230000,1568452,0.2,1,65,0,0,2,97722.56,252224,Stable
15395,female,Solapur,21,47326,16992,110000,273231,0.09,0,77,0,83,1,35556.13,280345,Stable
15396,female,Kochi,49,147491,1670,400000,11840,0.37,2,88,34,0,0,27238.41,1646064,Increase
15397,female,Chandigarh,50,132647,30377,380000,489069,0.31,1,53,26,0,1,107038.48,531264,Stable
15398,male,Puducherry,28,36648,13988,100000,281018,0.45,2,53,0,17,3,37241.02,135275,Stable
15399,female,Agra,27,38151,25816,100000,209109,0.09,2,77,2,88,1,23943.59,151198,Stable
15400,male,Dehradun,69,210409,23922,510000,528436,0.08,1,87,0,0,0,20317.18,928079,Increase
15401,male,Shirdi,22,31433,19356,90000,350150,0.04,1,59,0,0,3,33590.12,129234,Stable
15402,male,Imphal,42,101152,3285,220000,69247,0.18,2,85,0,0,1,19861.29,1206101,Increase
15403,male,Mysore,29,42660,25196,120000,204087,0.04,0,72,0,0,2,30817.18,182939,Stable
15404,female,Belgaum,34,70591,48765,190000,491551,0.35,1,77,36,0,2,41584.42,463802,Stable
15405,male,Daman,53,157885,90573,370000,643068,0.15,1,70,0,0,1,32208.72,747673,Increase
15406,male,Erode,24,33409,29418,80000,120025,0.64,3,54,0,0,4,26002.17,121970,Stable
15407,female,Coimbatore,37,54577,48598,140000,1024931,0.23,4,75,0,0,2,32325.61,323305,Stable
15408,female,Gandhinagar,21,35376,17151,90000,275788,0.8,3,70,0,0,2,28595.3,133378,Stable
15409,female,Moradabad,22,29826,18412,70000,38665,0.26,2,79,0,0,1,16147.64,191148,Stable
15410,male,Kollam,44,133125,50658,290000,713264,0.15,3,88,0,0,0,31543.86,1256582,Increase
15411,female,Ahmedabad,28,21186,6362,60000,108726,0.58,1,66,30,0,4,29452.39,151096,Stable
15412,male,Hoshiarpur,29,31365,16553,80000,17877,0.72,3,51,0,0,4,39097.44,129546,Stable
15413,male,Lucknow,22,46482,39967,140000,123897,0.68,1,61,0,20,4,65081.33,114016,Stable
15414,female,Bilaspur,32,70159,32387,170000,294721,0.93,7,71,1,0,1,43712.1,340987,Stable
15415,female,Jamshedpur,30,25230,2291,70000,18534,0.55,2,70,0,26,2,19599.09,237351,Stable
15416,female,Coimbatore,24,31225,1406,80000,8562,0.78,2,68,3,0,2,32691.4,142599,Stable
15417,male,Bareilly,58,195681,65599,540000,137757,0.43,2,60,0,0,2,109860.88,101385,Stable
15418,male,Panaji,37,52465,41120,120000,662032,0.27,0,70,0,19,2,26266.68,315962,Stable
15419,male,Ambala,24,44947,11210,130000,79478,0.11,2,48,0,0,7,83126.43,47497,Stable
15420,male,Agra,35,89154,36902,230000,557220,0.25,1,79,35,79,2,44080.99,213200,Stable
15421,male,Ambala,30,42903,11699,90000,211517,0.02,1,55,5,0,2,27730.82,193129,Stable
15422,male,Kurnool,49,125264,5397,310000,38318,0.27,3,72,0,0,2,64145.51,734750,Stable
15423,female,Nashik,21,49637,39677,110000,876068,0.67,2,46,0,0,8,72378.8,35614,Decrease
15424,male,Thane,48,140293,19519,380000,196946,0.02,1,79,17,0,1,76034.01,1039597,Stable
15425,female,Gwalior,46,106340,80700,220000,1540563,0.11,2,81,0,0,1,38818.05,1190176,Stable
15426,female,Bareilly,22,49707,19116,110000,345617,0.54,0,77,0,0,2,24727.35,151941,Stable
15427,female,Jalna,29,39213,6524,90000,33272,0.26,1,47,29,0,8,57174.38,46257,Stable
15428,female,Visakhapatnam,46,104509,23938,310000,528790,0.08,3,66,0,0,2,86511.2,391104,Stable
15429,female,Pune,25,21355,17423,50000,106106,0.26,0,56,3,0,3,21903.81,98113,Stable
15430,male,Shirdi,61,244967,129063,590000,658221,0.08,1,76,0,0,0,37329.05,544304,Increase
15431,male,Dehradun,70,228058,147428,680000,604454,0.07,1,56,0,0,1,109777.87,158601,Increase
15432,male,Thane,32,84752,50495,240000,710969,0.64,0,72,0,19,1,57122.45,207701,Stable
15433,male,Nagpur,26,20700,9014,60000,27853,0.32,3,68,0,21,3,22160.77,194425,Stable
15434,female,Dhanbad,36,53675,5208,120000,47340,0.87,1,59,0,0,2,48295.41,352119,Stable
15435,female,Gwalior,21,41428,18608,90000,38704,0.52,2,56,4,0,4,41572.2,71881,Stable
15436,female,Kohima,28,48819,18903,100000,96216,0.28,3,85,20,23,0,18844.71,344123,Stable
15437,male,Jind,42,144695,94230,380000,292113,0.04,2,73,0,0,2,50627.83,956197,Stable
15438,male,Visakhapatnam,22,36410,3446,100000,34735,0.05,2,72,0,15,2,29243.79,112140,Stable
15439,male,Panaji,60,195257,166490,580000,3512939,0.15,2,72,0,0,0,64180.77,990227,Increase
15440,male,Bhopal,23,24513,14451,60000,131504,0.13,0,57,0,0,2,26229.34,146181,Stable
15441,female,Moradabad,69,202409,80043,440000,1287891,0.24,0,79,0,29,1,47599.42,510292,Stable
15442,female,Kollam,21,43958,16448,90000,83720,0.35,1,43,3,0,8,63957.75,9583,Stable
15443,male,Imphal,27,49711,18941,110000,380714,0.12,0,57,0,0,4,47308.8,125132,Stable
15444,male,Muzzafarnagar,30,37585,27184,90000,437118,0.06,2,76,0,30,2,18913.82,117880,Stable
15445,female,Delhi,22,22583,10120,60000,21049,0.78,3,31,0,0,4,40967.48,15940,Stable
15446,female,Bhopal,58,186862,4899,450000,73925,0.2,7,89,0,0,1,30703.56,1262764,Increase
15447,female,Nashik,47,117727,37523,310000,378231,0.07,2,74,0,0,1,63456.82,827546,Stable
15448,female,Erode,30,28410,21192,60000,235019,0.27,3,73,2,0,2,12291.67,163046,Stable
15449,male,Mumbai,28,44250,18397,90000,56846,0.11,0,45,0,0,6,61818.66,1365,Increase
15450,female,Kanpur,45,104171,35845,230000,254141,0.11,0,88,0,0,1,33193.82,1100057,Increase
15451,female,Nagpur,24,45185,22578,100000,46962,0.27,3,84,6,26,2,33973.36,183359,Stable
15452,female,Durgapur,53,196560,42312,420000,638064,0.79,1,87,0,0,0,24855.53,1176367,Increase
15453,female,Patiala,23,40152,28850,90000,377358,0.08,1,77,0,0,2,22107.22,271847,Stable
15454,male,Kanpur,21,33665,29313,90000,324788,0.92,0,65,0,0,4,41649.34,95383,Stable
15455,male,Panipat,24,42763,39386,100000,240254,0.19,2,61,0,0,3,31838.55,113777,Stable
15456,male,Erode,35,98764,55353,280000,669771,0.8,4,77,0,16,1,68344.3,661305,Stable
15457,male,Coimbatore,40,71728,59332,200000,124003,0.27,0,71,0,71,1,53252.99,415007,Stable
15458,male,Port Blair,21,33851,10678,90000,54457,0.1,3,74,0,20,2,24993.36,207033,Stable
15459,male,Firozabad,21,47594,42622,130000,344811,0.89,1,70,0,25,2,37273.45,127486,Stable
15460,female,Gandhinagar,51,175318,143570,460000,2455047,0.65,1,54,0,0,1,72836.74,182887,Stable
15461,female,Indore,23,48766,1373,100000,11121,0.62,0,65,0,0,2,31280.51,130343,Stable
15462,female,Bhubaneswar,31,73445,44855,160000,318470,0.2,3,80,0,0,2,45480.33,593162,Stable
15463,female,Durgapur,33,81879,59859,200000,185562,0.21,1,63,0,0,3,73158.29,147635,Stable
15464,male,Bhavnagar,46,108686,80129,260000,1770049,0.49,0,72,0,0,1,50610.47,1143667,Stable
15465,female,Satna,67,231929,152871,610000,1236726,0.15,1,74,0,0,1,40358.71,438352,Increase
15466,male,Gurugram,27,39714,36891,90000,113993,0.96,0,62,0,0,4,42675.11,160557,Stable
15467,female,Aligarh,25,34482,16369,80000,394329,0.93,3,74,5,0,2,27700.47,226752,Stable
15468,female,Ahmedabad,69,224405,125305,480000,387192,0.92,0,90,0,0,1,26598.93,517798,Increase
15469,female,Bilaspur,43,125282,86257,340000,1818297,0.57,1,46,0,0,2,169841.25,173217,Stable
15470,male,Surat,39,88156,50471,240000,862549,0.08,3,72,0,0,2,41895.04,660183,Stable
15471,female,Mysore,27,42128,21434,120000,302219,0.4,1,71,0,0,1,36490.69,162729,Stable
15472,male,Gaya,24,42176,5078,90000,36053,0.88,2,70,4,0,1,23727.65,197402,Stable
15473,male,Kanpur,38,71134,40556,170000,125723,0.18,6,87,0,0,1,29719.49,555315,Increase
15474,female,Bareilly,27,23699,13753,60000,70140,0.06,2,66,1,21,4,27680.42,85503,Stable
15475,male,Surat,30,44842,6609,130000,7203,0.25,3,62,26,64,3,44266.89,99193,Stable
15476,male,Raigarh,30,30017,24605,70000,199300,0.77,3,89,0,0,0,8418.02,325639,Decrease
15477,female,Dehradun,37,86189,40733,250000,167005,0.77,2,40,0,0,5,170206.52,16005,Decrease
15478,female,Kollam,50,139100,30108,410000,183357,0.2,1,85,0,0,0,49101.59,1027548,Increase
15479,female,Panaji,42,135394,113156,370000,1140612,0.01,2,59,0,0,1,75885.65,423086,Stable
15480,female,Kavaratti,28,22351,20231,50000,143235,0.75,3,68,0,0,2,17719.43,171449,Decrease
15481,female,Noida,63,202554,41347,580000,334083,0.09,0,75,0,0,0,63491.04,436602,Increase
15482,female,Rishikesh,28,29984,12413,90000,162362,0.99,2,71,0,0,2,30959.91,176293,Stable
15483,male,Moradabad,30,35196,29692,80000,329581,0.59,0,53,34,0,2,29948.33,166676,Stable
15484,female,Shirdi,26,21941,9515,60000,76881,0.21,3,32,0,0,7,32738.27,22926,Stable
15485,female,Siliguri,58,179561,161772,510000,2604529,0.01,1,87,0,0,1,59269.13,1082744,Increase
15486,male,Howrah,25,42621,14965,90000,16311,0.17,2,53,0,24,4,28987.58,91882,Stable
15487,female,Vijayawada,23,32340,10732,90000,97661,0.2,0,38,0,0,4,58630.52,36639,Stable
15488,male,Muzaffarpur,23,21193,2780,50000,14122,0.81,2,62,0,0,3,20404.56,137120,Stable
15489,female,New Delhi,47,109247,2137,270000,40816,0.27,1,66,0,0,2,54087.81,241661,Stable
15490,female,Raebareli,22,38405,28596,80000,346011,0.01,2,65,0,0,4,28201.67,50964,Stable
15491,male,Chennai,30,33290,15079,90000,46744,0.19,0,77,0,0,1,29944.0,274226,Stable
15492,female,Pune,49,144149,81232,330000,1631138,0.19,2,76,0,0,1,54305.5,687354,Stable
15493,male,Ranchi,21,27073,11696,80000,118129,0.6,3,82,0,0,2,21452.47,258007,Stable
15494,female,Erode,25,26026,4692,80000,19237,0.8,1,82,0,0,2,27170.67,200200,Stable
15495,female,Aligarh,25,22285,15108,60000,228130,0.76,0,32,0,17,4,42912.86,34557,Stable
15496,male,Bareilly,41,108654,0,240000,0,0.75,3,58,0,24,1,94003.03,588728,Stable
15497,female,Thiruvananthapuram,52,183933,31479,430000,443539,0.09,0,45,0,0,2,182194.7,66895,Increase
15498,female,Faridabad,40,58557,2545,170000,20563,0.22,4,55,0,0,3,66006.05,210367,Stable
15499,male,Rishikesh,32,51213,43858,110000,485946,0.37,4,76,0,15,2,32035.13,271180,Stable
15500,female,Solapur,34,89665,74183,190000,970313,0.01,3,50,0,0,2,65219.8,247293,Stable
15501,male,Gaya,50,135228,67887,380000,821432,0.1,3,53,0,0,2,143086.42,387095,Stable
15502,female,Kanpur,30,34280,11048,70000,78440,0.89,2,66,0,0,4,21852.6,125788,Stable
15503,male,Jalandhar,42,104371,24956,240000,177187,0.05,3,78,0,0,1,56700.69,632789,Stable
15504,female,Shillong,28,20300,7530,60000,23267,0.18,0,72,0,0,1,13522.94,233915,Stable
15505,male,Jalna,31,56524,37127,120000,486363,0.65,2,66,0,22,2,47348.67,195639,Stable
15506,male,Thane,49,128223,32885,310000,200598,0.15,2,41,0,0,4,167657.1,63048,Increase
15507,female,Srinagar,25,48814,26928,120000,137063,0.34,1,73,0,0,2,32932.27,110826,Stable
15508,female,Patna,22,42090,20027,110000,242326,0.46,3,61,4,70,3,40794.27,65533,Stable
15509,male,Durgapur,33,58417,40828,160000,983546,0.3,0,68,0,0,2,51415.58,390086,Stable
15510,female,Bhopal,54,151884,70947,320000,432067,0.78,2,70,0,0,0,37978.59,505031,Stable
15511,male,Shimla,33,98152,14561,230000,292384,0.95,0,68,0,82,3,60770.12,186425,Stable
15512,female,Hyderabad,32,52551,21763,110000,524053,0.92,3,49,11,0,6,45137.77,10039,Stable
15513,female,Chandrapur,24,37098,9886,110000,109734,0.22,3,78,0,0,1,36964.4,162952,Stable
15514,male,Shillong,29,26657,12347,70000,149151,0.17,1,70,8,0,2,14044.01,246043,Stable
15515,male,Dehradun,23,28744,16686,70000,35040,0.48,0,50,3,28,4,33752.62,96048,Stable
15516,female,Dehradun,29,31079,15822,90000,112177,0.43,1,69,4,0,3,37590.42,90503,Stable
15517,female,Bangalore,30,38561,19336,100000,214436,0.09,3,55,0,0,3,44453.77,89189,Stable
15518,female,Surat,62,229285,37138,560000,77989,0.18,1,72,0,0,0,68465.24,248533,Increase
15519,female,Kanpur,21,46804,30443,120000,94068,0.13,1,48,0,0,8,86075.17,424,Increase
15520,female,Howrah,29,33761,17840,100000,126485,0.39,3,77,0,0,1,34146.66,108579,Stable
15521,male,Kurnool,29,40167,36923,110000,151015,0.51,0,78,0,30,2,31730.7,223706,Stable
15522,female,Saharanpur,30,38976,18915,110000,171748,0.15,1,46,0,15,5,85641.95,35346,Decrease
15523,female,Panaji,39,95527,36033,230000,219080,0.13,2,65,0,0,3,71728.66,232101,Stable
15524,male,Dharwad,28,46741,34281,120000,37366,0.23,3,41,0,0,6,83965.96,8903,Decrease
15525,male,Gurugram,33,53864,23330,110000,281826,0.24,1,71,0,0,2,24707.03,647101,Stable
15526,male,Coimbatore,25,30213,25881,70000,183755,0.43,2,56,0,0,2,29535.43,84716,Stable
15527,female,Daman,34,99536,5351,240000,75342,0.42,2,88,0,0,0,41238.86,889665,Increase
15528,male,Jamshedpur,29,37497,17100,110000,18468,0.25,0,66,0,0,4,38230.27,136275,Stable
15529,male,Erode,29,43917,31375,120000,97262,0.48,2,56,28,0,4,58999.24,129312,Stable
15530,male,Durgapur,23,38836,22823,90000,276158,0.35,0,79,0,62,1,21704.68,282033,Stable
15531,male,Panaji,27,23798,17170,50000,207585,0.95,2,48,0,0,7,31836.25,29096,Decrease
15532,female,Jammu,22,46467,28356,100000,172688,0.88,1,64,0,15,2,39227.48,151996,Stable
15533,female,Indore,70,223611,48994,490000,53403,0.05,1,70,0,0,1,55332.49,462681,Stable
15534,female,Indore,58,176159,76309,360000,387649,0.02,5,69,0,0,2,102119.68,422266,Stable
15535,male,Jammu,70,214146,25331,600000,204674,0.17,0,73,0,0,0,80224.64,256078,Increase
15536,male,Jalna,31,94548,9798,270000,138151,0.04,0,51,0,0,3,86280.11,355514,Increase
15537,male,Kohima,38,63660,2285,150000,29933,0.85,1,75,2,18,1,43666.02,278409,Stable
15538,male,Satna,59,190986,6064,410000,140017,0.19,2,53,0,0,1,72831.73,492391,Increase
15539,male,Belgaum,25,31803,10756,70000,194683,0.28,1,63,0,0,3,31061.91,59561,Stable
15540,male,Hoshiarpur,25,37293,34029,80000,343352,0.59,2,63,3,0,2,27384.33,95305,Stable
15541,female,Baroda,43,114699,107272,240000,437669,0.2,3,34,0,0,2,113878.38,175774,Stable
15542,female,Kollam,29,36133,9848,70000,128910,0.28,3,56,0,0,3,25916.25,199248,Stable
15543,male,Gwalior,37,77661,13305,230000,120809,0.5,2,70,7,0,2,63440.97,533473,Stable
15544,female,Vadodara,29,45874,8628,100000,138824,0.9,0,63,0,27,2,44138.08,163645,Stable
15545,male,Bhubaneswar,36,96327,64547,200000,135548,0.44,0,76,0,0,2,52156.82,269822,Stable
15546,male,Bhubaneswar,21,27485,12753,80000,294594,0.51,0,60,0,0,3,25228.03,152354,Stable
15547,female,Mumbai,63,216412,44265,630000,800311,0.12,0,70,0,0,1,37570.26,577805,Increase
15548,male,Belgaum,67,222695,21958,620000,507229,0.24,0,72,0,0,0,85001.77,228017,Increase
15549,female,Siliguri,35,95302,86912,270000,616206,0.65,3,49,0,0,4,198711.1,26197,Stable
15550,male,Bhavnagar,24,24358,23101,60000,163786,0.87,1,58,0,16,4,19910.55,135134,Stable
15551,male,Muzzafarnagar,26,23155,7206,60000,36678,0.23,0,79,0,0,2,20305.94,174625,Stable
15552,female,Vadodara,41,126283,118014,350000,2018039,0.25,1,30,0,0,3,181258.26,121810,Stable
15553,male,Pune,27,34586,4234,100000,51146,0.62,0,76,0,28,2,21300.63,280768,Stable
15554,male,Shimla,28,47977,31122,100000,438820,0.38,0,42,0,19,6,53949.45,10541,Stable
15555,male,Meerut,23,27164,16118,60000,372325,0.81,3,72,0,0,2,12452.88,121518,Stable
15556,female,Kottayam,62,244613,122185,590000,1110661,0.91,0,80,0,0,1,71628.31,266977,Stable
15557,male,Howrah,28,23980,16680,60000,118428,0.55,3,72,0,86,1,18178.39,190003,Stable
15558,male,Ranchi,45,137575,1003,320000,11123,0.04,0,53,0,27,1,73815.13,560114,Stable
15559,male,Dehradun,25,25470,17599,70000,159974,0.14,3,86,0,0,0,15242.75,246916,Increase
15560,female,Delhi,30,28080,14776,60000,237598,0.78,1,78,0,0,1,15953.93,172810,Stable
15561,female,Bangalore,34,82367,49573,170000,748056,0.43,3,79,0,24,2,42058.74,382352,Stable
15562,female,Visakhapatnam,30,41073,35223,110000,566738,0.01,1,64,5,0,3,52519.44,138068,Stable
15563,female,Jind,23,25764,19636,60000,237399,0.85,1,71,6,0,2,13066.37,137159,Stable
15564,female,Aizawl,29,42280,18437,120000,112281,0.82,2,58,0,0,4,56008.47,64151,Stable
15565,male,Jalna,35,60704,6950,180000,63106,0.7,3,70,0,0,1,31138.71,451374,Stable
15566,female,Siliguri,33,64661,16068,180000,65557,0.3,0,78,0,86,2,31389.96,450665,Stable
15567,female,Gandhinagar,23,27800,20271,80000,102976,0.71,1,66,0,0,4,26252.63,128493,Stable
15568,male,Muzzafarnagar,30,33236,27079,80000,29786,0.93,3,51,0,27,4,25088.75,163261,Stable
15569,female,Jamshedpur,61,216452,42248,500000,553026,0.66,1,78,0,0,1,43674.01,392905,Increase
15570,male,Baroda,21,21438,11178,60000,135030,0.17,1,67,6,0,4,19165.82,73154,Stable
15571,female,Port Blair,23,45450,30650,100000,33102,0.18,1,86,0,0,1,11583.69,427766,Increase
15572,male,Muzaffarpur,28,41165,22375,90000,449289,0.46,3,56,35,0,3,38861.63,74126,Stable
15573,male,Durgapur,32,89042,50495,240000,1165424,0.29,1,71,27,0,2,51584.26,259595,Stable
15574,female,Aligarh,48,125873,41589,270000,420048,0.13,1,69,18,0,1,71484.22,203935,Stable
15575,female,Rajkot,61,210094,124488,630000,1381816,0.44,0,44,4,0,2,204260.93,194,Stable
15576,male,Nellore,46,110509,22903,300000,391641,0.24,0,43,0,0,3,148170.81,150962,Stable
15577,male,Raigarh,30,41244,12551,120000,26231,0.62,0,69,6,0,4,43238.38,90388,Stable
15578,male,Kollam,25,24434,23176,60000,71613,0.61,1,30,0,0,5,37873.25,48891,Decrease
15579,male,Raipur,45,102705,82268,260000,666370,0.02,2,70,0,0,1,40283.94,839128,Stable
15580,male,Patna,38,75020,68108,210000,1368970,0.0,2,63,0,0,3,84435.71,397958,Stable
15581,male,Jaipur,59,160819,42628,410000,601054,0.58,2,74,0,0,0,81809.03,869723,Stable
15582,male,Kolkata,59,196435,58678,400000,357349,0.26,0,75,0,0,1,49392.99,513518,Stable
15583,female,Bhopal,28,30489,23269,70000,94937,0.71,3,71,0,85,1,23564.17,268239,Decrease
15584,male,Agra,52,151529,130200,410000,2615718,0.07,2,74,0,0,1,69957.16,568087,Stable
15585,female,Bikaner,23,23004,6354,50000,102172,0.1,3,56,6,0,2,22109.64,93549,Stable
15586,female,Gwalior,21,25675,12190,50000,135065,0.1,1,32,4,0,6,32998.1,7070,Stable
15587,male,Lucknow,28,24261,13248,60000,27555,0.28,0,78,0,0,2,15166.47,299032,Stable
15588,male,Aurangabad,21,35656,33707,100000,137861,0.22,1,36,0,0,7,53621.08,19414,Decrease
15589,female,Nashik,21,40610,7321,100000,59226,0.3,2,38,0,0,5,61352.93,15136,Increase
15590,male,Tirunelveli,33,80182,15018,180000,346915,0.11,1,66,0,17,2,48486.21,383587,Stable
15591,male,Erode,67,229971,136297,680000,830048,0.15,1,81,0,0,1,43351.44,228777,Increase
15592,female,Daman,62,225166,115432,580000,2779602,0.2,0,74,0,0,0,32733.4,232480,Increase
15593,female,Baroda,27,31291,21707,70000,131978,0.01,2,35,0,30,4,42813.48,40482,Stable
15594,female,Muzzafarnagar,29,49771,20080,120000,82127,0.19,2,38,0,16,6,94585.49,21578,Decrease
15595,male,Rishikesh,34,78598,70199,190000,568611,0.16,4,56,0,26,3,76430.77,311801,Stable
15596,male,Amaravati,40,53363,16200,130000,276696,0.33,4,75,0,0,1,26737.31,515909,Stable
15597,female,Gandhinagar,36,83509,41182,180000,704212,0.12,2,76,0,0,2,44925.23,441462,Stable
15598,male,Nagpur,43,107548,91759,320000,742330,0.03,3,88,0,15,1,23145.93,1034261,Increase
15599,female,Jalna,25,39010,24726,110000,372868,0.24,1,33,0,0,7,86654.72,46869,Decrease
15600,male,Puducherry,30,29123,19162,80000,251022,0.65,3,78,27,29,2,18389.96,246429,Stable
15601,female,Rajkot,26,25956,14451,70000,145810,0.05,3,70,5,0,2,18585.0,205757,Stable
15602,male,Ranchi,22,20806,19348,50000,408049,0.88,3,66,0,0,4,22806.87,161972,Decrease
15603,female,Patiala,61,248135,38869,650000,391799,0.28,0,51,9,0,1,120674.81,259604,Stable
15604,male,Dispur,63,224421,41013,630000,946990,0.34,1,77,0,90,1,57789.6,541239,Stable
15605,male,Tirupati,48,125868,105865,280000,2339616,0.26,1,59,0,0,1,85620.9,315297,Stable
15606,female,Shirdi,39,84615,22198,210000,90567,0.01,3,83,6,16,2,49612.68,487750,Stable
15607,male,Kollam,22,41544,26630,100000,295326,0.43,1,83,1,29,2,32956.24,112248,Stable
15608,male,Kohima,30,30163,0,80000,0,0.49,2,39,28,0,4,50548.71,33781,Stable
15609,female,Firozabad,29,20434,7040,50000,21753,0.1,2,78,0,0,1,12801.59,101968,Stable
15610,male,Jaipur,28,21356,14642,50000,308653,0.28,1,78,36,0,1,15377.65,199065,Stable
15611,male,Indore,26,37680,18638,110000,318337,0.96,0,68,0,0,3,52065.9,131564,Stable
15612,male,Jammu,30,47389,17453,120000,71208,0.61,0,78,0,16,2,39178.97,223908,Stable
15613,female,Saharanpur,40,85914,53729,240000,972494,0.01,4,68,0,0,3,81679.14,187758,Stable
15614,female,Rishikesh,31,75148,19468,170000,99286,0.01,3,55,26,0,3,61645.5,133642,Stable
15615,female,Kolkata,70,226657,9142,610000,220230,0.79,1,72,0,0,1,50900.56,434455,Increase
15616,female,Chandigarh,33,61180,27825,140000,531179,0.66,1,79,0,0,2,22612.11,341141,Stable
15617,female,Durgapur,26,25993,14268,60000,115570,0.06,3,53,0,0,3,26226.76,111751,Stable
15618,male,Gangtok,27,32316,16284,80000,343429,0.28,0,72,29,0,1,17243.28,234611,Stable
15619,male,Kavaratti,22,23851,0,50000,0,0.87,3,75,2,82,1,16653.21,145485,Stable
15620,female,Chandigarh,34,85879,39798,210000,719945,0.07,0,74,0,27,2,53020.11,434338,Stable
15621,male,Rajkot,25,45128,42849,120000,47133,0.28,3,53,0,0,4,51813.35,159822,Stable
15622,male,Raipur,26,25242,10055,70000,71289,0.88,0,83,0,0,1,14009.57,272348,Stable
15623,male,Panipat,23,29654,5405,70000,65346,0.22,3,78,0,0,1,19645.46,117290,Stable
15624,male,Kottayam,30,41323,29820,110000,62025,0.12,3,72,0,0,1,28941.29,170553,Stable
15625,female,Gangtok,38,92654,17602,210000,212808,0.25,3,33,3,0,4,124178.92,61060,Stable
15626,female,Nagapattinam,46,144499,39213,380000,827002,0.27,0,75,0,0,2,57237.74,843448,Stable
15627,male,Aligarh,46,104558,49543,310000,1045357,0.06,1,77,0,30,2,57710.08,1097914,Stable
15628,male,Amritsar,21,26029,19123,50000,345743,0.31,1,73,0,0,1,11106.87,215751,Stable
15629,female,Jind,38,83081,14590,190000,59673,0.24,2,88,29,0,1,21726.21,738332,Increase
15630,male,Chandigarh,27,27048,5375,60000,107983,0.13,0,85,0,0,0,12558.95,465480,Increase
15631,male,Rishikesh,25,48240,32145,120000,67504,0.97,0,67,5,0,3,58236.06,62844,Stable
15632,male,Bangalore,49,111005,23733,280000,262961,0.25,2,78,0,0,1,32081.11,786700,Stable
15633,female,Dispur,50,141938,24889,390000,26880,0.57,2,52,0,0,1,86174.23,430781,Stable
15634,female,Solapur,22,24566,18818,60000,171055,0.82,3,55,0,15,3,25594.74,81758,Stable
15635,male,Chandigarh,28,25483,16942,70000,187717,0.82,1,58,0,0,4,21877.06,169570,Stable
15636,male,Muzzafarnagar,46,147021,8104,350000,16937,0.75,0,54,0,0,1,101747.32,492679,Stable
15637,male,Tirupati,35,74862,54783,160000,936789,0.25,4,58,34,0,3,52730.65,325423,Stable
15638,male,Kollam,40,81610,10143,190000,92199,0.22,3,49,0,0,5,136271.06,50102,Increase
15639,male,Erode,43,114113,56935,230000,1086319,0.16,1,36,0,0,2,121502.43,1999,Increase
15640,male,Kohima,31,85602,47577,190000,575205,0.86,2,73,0,0,2,35791.35,611294,Stable
15641,female,Kohima,23,26179,24060,60000,146766,0.7,2,68,0,0,2,21019.68,88782,Stable
15642,female,Tirupati,59,153419,43835,430000,793413,0.9,2,72,0,0,0,61137.24,440638,Stable
15643,male,Bilaspur,35,80976,9106,160000,110000,0.85,1,66,0,20,3,58514.51,351436,Stable
15644,female,Tirupati,32,94479,57188,190000,176710,0.01,3,89,0,0,1,18170.17,810458,Increase
15645,male,Kolkata,24,45944,23886,130000,121340,0.96,0,38,0,89,8,97017.36,25002,Decrease
15646,male,Surat,42,110510,20433,260000,205964,0.02,3,75,0,0,2,49788.1,737067,Increase
15647,female,Erode,29,44813,27768,90000,280456,0.29,2,60,0,0,2,30902.21,94240,Stable
15648,female,Erode,30,25992,20604,80000,166480,0.63,3,77,29,0,2,26557.5,269178,Stable
15649,male,Nagapattinam,49,114290,77474,260000,1711400,0.56,0,77,0,0,1,37773.91,671701,Stable
15650,male,Nagapattinam,38,63930,11140,180000,145934,0.06,3,34,0,17,5,76368.41,71438,Stable
15651,female,Kottayam,27,40948,9334,110000,84939,0.2,0,33,0,0,5,69459.05,9476,Stable
15652,female,Chandigarh,25,26817,8028,60000,64946,0.65,2,68,0,0,4,20374.89,149518,Stable
15653,male,Shillong,52,174375,129332,360000,2856943,0.16,0,79,0,0,0,65618.49,576939,Increase
15654,male,Panaji,53,163348,8679,450000,130966,0.57,1,89,0,30,1,28877.56,969307,Increase
15655,male,Jaipur,59,154305,80077,420000,1928254,0.56,1,47,0,0,2,160017.09,19735,Stable
15656,female,Satna,59,184741,51385,390000,981453,0.14,2,72,0,0,1,31800.53,945677,Increase
15657,male,Raipur,45,119119,84553,340000,262114,0.02,3,66,0,0,1,108863.18,221801,Stable
